Refereed Publications,Project,semantic_scholar_url
"Slaughter, A. R. and Razavi, S.: Paleo-hydrologic reconstruction of 400 years of past flows at a weekly time step for major rivers of Western Canada, Earth Syst. Sci. Data, 12, 231¢243, https://doi.org/10.5194/essd-12-231-2020, 2020.",IMPC,https://www.semanticscholar.org/paper/dc784cb8585e52bdc15efd9db80b7e56c6807143
"Stewart R. E., K. K. Szeto, B. R. Bonsal, J. M. Hanesiak, B. Kochtubajda, Y. Li, J. M. Theriault, C. M. DeBeer, B. Y. Tam, Z. Li, Z. Liu, J. A. Bruneau, S. Marinier, D. Matte, 2019: Summary and synthesis of Changing Cold Regions Network (CCRN) research in the interior of western Canada¢ Part 1: Projected climate and meteorology, Hydrol. Earth Syst. Sci. 23, 3437¢3455, https://doi.org/10.5194/hess-23-3437-2019 ",IMPC,https://www.semanticscholar.org/paper/9dc8d314c365a213beb2d24060b1fdd31f7301ae
"Stone, L.E., Fang, X., Haynes, K.M., Helbig, M., Pomeroy, J.W., Sonnentag, O., & Quinton, W.L. (2019). Modelling the effects of permafrost loss on discharge from a wetland-dominated, discontinuous permafrost basin. Hydrological Processes, 33(20): 2607-2626, DOI: 2607­10. 1002/hyp. 13546.",IMPC,https://www.semanticscholar.org/paper/909cf702f9fce36f264f92dd18a0190eb978b5e4
"Williams, B.S., Luo, B. and Lindenschmidt, K.-E. (submitted) An ice-jam flood hazard assessment of a lowland river and its terminus inland delta. Natural Hazards.",IMPC,https://www.semanticscholar.org/paper/edf5bf8d93ea843312871a729753ef38db154966
"Yanping Li, Zhenhua Li, Zhe Zhang, Liang Chen, Sopan Kurkute, Lucia Scaff, and Xicai Pan, 2019: High-Resolution Regional Climate Modeling and Projection over Western Canada using a Weather Research Forecasting Model with a Pseudo-Global Warming Approach, Hydrol. Earth Syst. Sci. 23, 4635¢4659",IMPC,
"Yassin, F., Razavi, R., Wong, J., Pietroniro, A. and H. Wheater. (2019). Hydrologic-Land Surface Modelling of a Complex System under Precipitation Uncertainty: A Case Study of the",IMPC,https://www.semanticscholar.org/paper/b49cc294bc612a724c744bbc14a6c4b8680f6cb1
"Saskatchewan River Basin, Canada. Hydrology and Earth System Sciences Discussions.",IMPC,https://www.semanticscholar.org/paper/cf58c79dddc19ace0daf3eb71ea510e6bebf0438
"Yassin, F., Razavi, S., Elshamy, M., Davison, B., Sapriza-Azuri, G., & Wheater, H. (2019). Representation and improved parameterization of reservoir operation in hydrological and land-surface models. Hydrology and Earth System Sciences, 23(9), 3735-3764.",IMPC,https://www.semanticscholar.org/paper/15d2625019301431bd7e4f334c62f4db6a56a6bd
"Zaghloul, M., Papalexiou, S., Elshorbagy, A., Coulibaly, P. 2020. Paradigm Shift in Flood Peak Distributions: A Pan-Canadian Investigation. Advances in Water Resources. Revision requested.",IMPC,
"Zhe Zhang, Yanping Li, Michael Barlage, Fei Chen, Gonzalo Miguez-Macho, Andrew Ireson, and Zhenhua Li, 2020: Modeling groundwater responses to climate change in the Prairie Pothole Region, Hydrol. Earth Syst. Sci. 24, 655¢672",IMPC,https://www.semanticscholar.org/paper/4e5eb3a2be3f36c32e07a70667e4f070573cf0b1
"Akbarzadeh, Z., Maavara, T., Slowinski, S., and Van Cappellen, P. (2019). Effects of damming on river nitrogen fluxes: A global analysis. Global Biogeochemical Cycles. doi:10.1029/2019GB006222. ",Lake Futures,https://www.semanticscholar.org/paper/d6e092982f24a71277c24dab5f0cc060611ed8e6
"Aziz, T. and Van Cappellen, P. (2019). Comparative valuation of potential and realized ecosystem services in Southern Ontario, Canada. Environmental Science & Policy. doi:10.1016/j.envsci.2019.06.014. ",Lake Futures,https://www.semanticscholar.org/paper/4da27157c96c5558930bea6277335f99e9741c5f
"Bocaniov, S.A., Van Cappellen, P. and Scavia, D. (2019). On the role of a large shallow lake (Lake St. Clair, USA¢ -Canada) in modulating phosphorus loads to Lake Erie. Water Resources Research, 55(12): 10548-10564. https://doi.org/10.1029/2019WR025019  ",Lake Futures,https://www.semanticscholar.org/paper/67d546a2624f5aa66f3c05b489f9bb275c6ebb4d
"Bocaniov, S.A., Lamb, K.G., Liu, W., Rao, Y.R., Smith, R.E.H. High sensitivity of lake hypoxia to both climatic- and eutrophication-driven forcings: Insights from a 3D lake model. Water Resources Research (under revision).",Lake Futures,https://www.semanticscholar.org/paper/bbe92dd6fd9f117bf4244bab12d145a5773b7345
"Brouwer, R. and Liu, H. (2020). The Social Costs of Eutrophication in the Great Lakes, under revision.",Lake Futures,
"Garcia, J. and Brouwer, R. (2020) A Multiregional Input-Output Optimization Model to Assess the Economic Impacts of Water Supply Disruptions in the Great Lakes Basin. Economic Systems Research, revised and resubmitted.",Lake Futures,https://www.semanticscholar.org/paper/836898a3c24180947d50ca61a4e13490015e8c34
"Ding B., Rezanezhad F., Gharedaghloo B., Van Cappellen P., and Passeport E. (2019) Bioretention cells under cold climate conditions: Effects of freezing and thawing on water infiltration, soil structure, and nutrient removal. Science of the Total Environment, 649, 749­759. https://doi.org/10.1016/j.scitotenv.2018.08.366  ",Lake Futures,https://www.semanticscholar.org/paper/d1f08b185162d243604f0444f6c2efcca31c0dbb
"Finley, S. and Basu, N.B. (2020). Curbing the summer surge: Permanent outdoor water use restrictions in humid and semi-arid cities. Water Resources Research. https://doi.org/10.1029/2019WR026466  ",Lake Futures,https://www.semanticscholar.org/paper/821e5b83266ca37a44465d4ec04e47a70ffd6c89
"Han, M., Mai, J., Tolson, B.A., Craig, J.R., Gaborit, E., Liu, H., Lee, K. (2020). Subwatershed-based lake and river routing products for hydrologic and land surface models applied over Canada. Canadian Water Resources Journal. https://doi.org/10.1080/07011784.2020.1772116 ",Lake Futures,https://www.semanticscholar.org/paper/f719b855aa54dc925f736731b4ef315779567813
"Hartig, J. H., Krantzberg, G., and Alsip, P. (2020). 34 Years of Restoring Great Lakes Areas of Concern: Indolent Progress, But Hopeful Future. Journal of Great Lakes Research (in press).",Lake Futures,https://www.semanticscholar.org/paper/85515083818ee8f352d571f2cd3336ce7dce8114
"Hora, T., Srinivasan, V., Basu, N.B. (2019). The groundwater recovery paradox in South India. Geophysical Research Letters. https://doi.org/10.1029/2019GL083525 ",Lake Futures,https://www.semanticscholar.org/paper/9226327878acc1a75e0d1bbe2f5f557b6276377a
"Jenny J-P., Anneville, O., Arnaud, F., Baulaz, Y., Bouffard, D., Domaizon, I., Bocaniov, S.A, Ch¨vre, N., Dittrich, M., Dorioz, J-M., Dunlop, E., Dur, G., Guillard, J., Guinaldo, T., Jacquet, S., Jamoneau, A., Jawed, Z., Jeppesen, E., Krantzberg, G., Lenters, J., Leoni, B., Meybeck, M., Nava, V., Nµges, T., Nµges, P., Patelli, M., Pebbles, V., Perga, M-E., Rasconi, S., Ruetz III, C.R., Rudstam, L., Salmaso, N., Sapna, S., Straile, D., Tammeorg, O., Twiss, M.R., Uzarski, D.G., Ventela, A-M., Vincent, W.F, Wilhelm, S.W., W¤ngberg, S-A., Weyhenmeyer, G.A.. (2020). Scientists Warning to Humanity: Rapid Degradation of the World¢s Large Lakes. Journal of Great Lakes Research. https://doi.org/10.1016/j.jglr.2020.05.006  ",Lake Futures,https://www.semanticscholar.org/paper/73428e2bdbadfb4f3aa44af1d0bec4f0f92e587f
"Kheyrollah Pour, H., Van Cappellen, P. Chlorophyll-a concentrations in Lake Erie and Lake Ontario over the period 2002-2017: Identifying climate change signals using machine learning (in final revision).",Lake Futures,
"Krantzberg, G. (2020). Examining governance principles that enable RAP implementation and sustainable outcomes. Ecovision World Monograph Series (EWMS) (in press)",Lake Futures,
"Krantzberg, G. (2019). Alien Invasive Species Impacts On Large Lake Ecosystems And Their Economic Value. Earth & Environmental Science Research & Reviews 2: 1-6.",Lake Futures,
"Kreuzburg, M., Rezanezhad, F., Milojevic, T., Voss, M., Gosch, L., Liebner, S., Van Cappellen, P., and Rehder, G. (2020). Carbon release and transformation from coastal peat deposits controlled by submarine groundwater discharge: A column experiment study. Limnology and Oceanography 65, 1116-1135. https://doi.org/10.1002/lno.11438 ",Lake Futures,https://www.semanticscholar.org/paper/a94af99d7a356b51cb93c999153e2d2d7ef1ad8a
"J16.  Liu, H. and Brouwer, R. (2020). Will Water Quality Trading Ever Succeed? A Review of Water Quality Trading Markets. Contemporary Economic Policy, under review.",Lake Futures,
"Liu, Y. Zarfl, C., Basu, N.B., Cirpka, O.A. (2019). Turnover and legacy of sediment-associated PAH in a baseflow-dominated river. Science of The Total Environment, 671, 754-764. https://doi.org/10.1016/j.scitotenv.2019.03.236 ",Lake Futures,https://www.semanticscholar.org/paper/216bd6f96f042ce99e3d6de42565fc6aa694d096
"Liu, Y., Zarfl, C., Basu, N.B., Cirpka, O.A. (2020). Modelling the fate of pharmaceuticals in a fourth-order river under competing assumptions of transient storage. Water Resources Research. https://doi.org/10.1029/2019WR026100 ",Lake Futures,https://www.semanticscholar.org/paper/8d047da5a9ea4b65e6a6641602df161761f50e03
"Marinos, R.E., Van Meter, K.J., Basu, N.B. (2020). Is the river a chemostat?: Scale versus land use controls on nitrate concentration-discharge dynamics in the Upper Mississippi River Basin. Geophysical Research Letters. https://doi.org/10.1029/2020GL087051 ",Lake Futures,https://www.semanticscholar.org/paper/252ca9192fcd9eefc16382599e3ab833d8e1853a
"Markelov, I., Couture, R.M., Fisher, R., Haande, H., Van Cappellen, P. (2019) Coupling Water Column and Sediment Biogeochemical Dynamics: Modeling Internal Phosphorus Loading, Climate Change Responses and Mitigation Measures in Lake Vansj¸, Norway. Journal of Geophysical Research: Biogeosciences, 124. https://doi.org/10.1029/2019JG005254  ",Lake Futures,https://www.semanticscholar.org/paper/8327b2a9d00809c1f1f38485f7e2da69d86ef8d8
"Mohamed, N.M., Wellen, C., Parsons, C.T., Taylor, W.D., Arhonditsis, G., Chomicki, K.M., Boyd, D., Weidman, P., Mundle, S.O.C., Van Cappellen, P., Sharpley, A.N. and Haffner, D.G. (2019). Understanding and managing the re-eutrophication of Lake Erie: Knowledge gaps and research priorities. Freshwater Science 38, 675-691, doi: 10.1086/705915  ",Lake Futures,https://www.semanticscholar.org/paper/ea2afb9a84ace2eaa567029d12a1d8ca66222f52
"Nguyen, H., Barzegar, R., Khosravi, K., Omidvar, E., Quilty, J., Kheyrollah Pour, H., Taghi Aalami, M., Nhu, V. Snow Water Equivalent Prediction in a Mountainous Area using Hybrid Bagging Machine Learning Approaches. Journal of Hydrology. HYDROL-S-20-01378 (under review).",Lake Futures,
"Pi, K., Liu, J., and Van Cappellen, P. (2020) A DNA-based biosensor for aqueous Hg(II): Performance under variable pH, temperature and competing ligand composition. Journal of Hazardous Materials 385, 121572.",Lake Futures,https://www.semanticscholar.org/paper/8816142160b46196679ff4ed2a6cf3c842b48c8d
"Scavia, D., Bocaniov, S.A., Dagnew, A., Hu, Y., Kerkez, B., Long, C.M., Muenich, R.L., Read, J., Vaccaro, L. and Wang, Y.C. (2019). Detroit River phosphorus loads: Anatomy of a binational watershed. Journal of Great Lakes Research, 45(6): 1150-1161. https://doi.org/10.1016/j.jglr.2019.09.008  ",Lake Futures,https://www.semanticscholar.org/paper/ee17942f4996d93e1d4b2fbc85f5d43d36595ede
"Scavia, D., Bocaniov, S.A., Dagnew, A., Long, C. and Wang, Y.C. (2019). St. Clair-Detroit River system: Phosphorus mass balance and implications for Lake Erie load reduction, monitoring, and climate change. Journal of Great Lakes Research, 45(1): 40-49. 
https://doi.org/10.1016/j.jglr.2018.11.008  ",Lake Futures,https://www.semanticscholar.org/paper/dfd79251c7d736e2c5e95969f88af76aa355568f
"Scott, A. K., Xu, L., Kheyrollah Pour, H. Retrieval of ice/water observations from synthetic aperture radar imagery for use in lake ice data assimilation. Journal of Great Lakes Research, Manuscript GLR-S-19-00296 (Revision requested), 22 pages, single column.",Lake Futures,https://www.semanticscholar.org/paper/b4d5475961e195a0bcb4741225d2fd007512a330
"Shafii, M., Craig, J.R., Macrae, M.L., English, M.C., Schiff, S.L., Capellen, P.V., and Basu, N.B. (2019). Can Improved Flow Partitioning in Hydrologic Models Increase Biogeochemical Predictability? Water Resources Research, 55. https://doi.org/10.1029/2018WR024487  ",Lake Futures,https://www.semanticscholar.org/paper/3189d07fb7d478adc70a6df60b63aef4ba6e5ff1
"Meter, K.J., Chowdhury, S., Brynes, D. and Basu, N.B. (2019). Biogeochemical Asynchrony: Ecosystem Drivers of Seasonal Concentration Regimes across the Great Lakes Basin, Limnology and Oceanography.",Lake Futures,https://www.semanticscholar.org/paper/1068cb244ced6f273ae683e0a93dffc8e306e24b
"Van Meter, K.J., Van Cappellen, P., Basu, N.B. (2019) Response to comment on¢Legacy nitrogen may prevent achievement of water quality goals in the Gulf of Mexico, Science, 23 Aug 2019, doi 10.1126/science.aav3851 ",Lake Futures,https://www.semanticscholar.org/paper/fbc3b449d6f184d73223d56f6e8aca643120ad53
"Weekes, K., Krantzberg, G., and Vizeu Pinheiro, M. (2019). Identifying the groundwater sustainability implications of water policy in high-use situations in the Laurentian Great Lakes Basin. Canadian Water Resources Journal, 44(4):337-349. https://doi.org/10.1080/07011784.2019.1623079  ",Lake Futures,https://www.semanticscholar.org/paper/d847f93fe12b475b822c7b0074202666a065138d
"Mehdi, H, Bragg L, Servos M, Craig PM. (2019) Multiple Stressors in the Environment: The Effects of Exposure to an Antidepressant (Venlafaxine) and Increased Temperature on Zebrafish Metabolism Frontiers in Aquatic Physiology. 10, 1431.  https://doi.org/10.3389/fphys.2019.01431  ",Linking Multiple Stressors to Adverse Ecological Responses,https://www.semanticscholar.org/paper/fcc51dbf7b775bda5df492faece5a04985e11670
"Papangelakis, E., B.J. MacVicar (2020) Process-based assessment of success and failure in a riffle-pool river restoration project, River Research and Applications, DOI: 10.1002/rra.3636. ",Linking Stream Network,https://www.semanticscholar.org/paper/3034e7a53d4f172c15b7857d54395cee591cb051
"Papangelakis, E., B.J. MacVicar, P. Ashmore (2019) Bedload sediment transport regimes of semi-alluvial rivers conditioned by watershed urbanization and stormwater management, Water Resources Research, 55 (12), 10565-10587, DOI: 10.1029/2019WR025126.",Linking Stream Network,https://www.semanticscholar.org/paper/98efdab05a39ff27da70832fad3517b0f92f9743
"Mansoor, S.Z., S. Louie, A.T. Lima, P.  Cappellen, B.J. MacVicar (2018), The spatial and temporal distribution of metals in an urban stream: A case study of the Don River in Toronto, Canada, Journal of Great Lakes Research, 44(6), 1314-1326, DOI:10.1016/j.jglr.2018.08.010.",Linking Stream Network,https://www.semanticscholar.org/paper/2be8138449c3f254650c7d1d629e8524f8053538
"Bevan, V., B.J. MacVicar, M. Chapuis, K. Ghunowa, E. Papangelakis, J. Parish, W. Snodgrass (2018), Enlargement and evolution of a semi-alluvial creek in response to urbanization, Earth Surface Processes and Landforms, 43 (11), 2295-2312, DOI:10.1002/esp.4391. ",Linking Stream Network,https://www.semanticscholar.org/paper/261444f8db35f4003598d6fa508b020ffd02ec58
"Welber, M., Papangelakis, E., P. Ashmore, B. MacVicar (in review) Experiments on restoring alluvial cover in straight and meandering rivers using gravel augmentation, River Research and Applications, RRA-20-0163, submitted May 22, 2020.",Linking Stream Network,https://www.semanticscholar.org/paper/82b3263c6473c7cb8a522f6df817fb4e01615935
"Cain, A., B.J. MacVicar (in revision) Field Tests of an Improved Sediment Tracer including Non-Intrusive Measurement of Burial Depth, Earth Surface Processes and Landforms, ESP-20-0210. Submitted May 19, 2020.",Linking Stream Network,https://www.semanticscholar.org/paper/ac7e026d508a51d67aa07537abbc9aca0589e202
"Ghunowa, K., B.J. MacVicar, P.A. Ashmore (in preparation) Stream power index for networks (SPIN) tool for decision support in urbanizing watersheds, Environmental Modelling and Software.",Linking Stream Network,https://www.semanticscholar.org/paper/af9e379eaea20e67fbc33de7fb38aea1f771cb21
"Peirce, S., B. MacVicar, Papangelakis, E., L. Verynck, P. Ashmore, (in preparation) Alluvial cover dynamics in fixed-bed channels with irregular meanders, River Research and Applications. ",Linking Stream Network,
"Papangelakis, E., F. Montakhab, B. MacVicar, P. Ashmore (in preparation) Competent volume of discharge predicts the displacement of bed sediment particles in rivers with different hydrograph shapes, Nature Geoscience.",Linking Stream Network,
"Almonte, J. & Stewart, R.E. (2019). Precipitation transition regions over the southern Canadian Cordillera during January¢April 2010 and under a pseudo-global warming assumption. Hydrol. Earth Syst. Sci., 23, 3665¢3682. https://doi.org/10.5194/hess-23-3665-2019",Mountain Water Futures,https://www.semanticscholar.org/paper/a7c9dcceac232498490228154f24323cc86356b4
"Asong, Z., Elshamy, M., Princz, D., Wheater, H., Pomeroy, J., Pietroniro, A., & Cannon, A. (2020). High-resolution meteorological forcing data for hydrological modelling and climate change impact analysis in the Mackenzie River Basin. Earth System Science Data, 12(1), 629-645. doi: 10.5194/essd-12-629-2020.  ",Mountain Water Futures,https://www.semanticscholar.org/paper/e784370c56d4eef9ddd26ed08e4cb683ff00e7c9
"Aubry¢ -Wake, C., Somers, L.D., Alcock, H., Anderson, A.M., Azarkhish, A., Bansah, S., Bell, N.M., Biagi, K. M., Castaneda¢ -Gonzalez, M., Champagne, O., Chesnokova, A., Coone, D., Gauthier, T.¢ -L.J., Ghimire, U., Glas, N., Hrach, D.M., Lai, O.Y., Lamontagne¢ -Halle, P., Leroux, N.R., Lyon, L., Mandal, S., Nasri, B.R., Popovi, N., Rankin, T.E., Rasouli, K., Robinson, A., Sanyal, P., Shatilla, N.J., Van Huizen, B., Wilkinson, S., Williamson, J. and Zaremehrjardy, M. (2020). A new flow for Canadian young hydrologists: Key scientific challenges addressed by research cultural shifts. Hydrological Processes, 34, 2001-2006. doi:10.1002/hyp.13724",Mountain Water Futures,https://www.semanticscholar.org/paper/ed773063915f88cc28c70d1ff3a539621f94e587
"Colli, M., Stagnaro, M., Lanza, L., Rasmussen, R., & Theriault, J.M. (2018). Using snowfall intensity to improve the correction of wind-induced undercatch in solid precipitation measurements. Hydrology and Earth System Sciences, https://doi.org/10.5194/hess-2018-447.",Mountain Water Futures,https://www.semanticscholar.org/paper/e27bc26e1755991161566cdbfbfcc0bb2a05d40c
"Costa, D., Sexstone, GA., Pomeroy, J., Campbell, D., Clow, D., & Mast, A. (2019). Preferential elution of ionic solutes in melting snowpacks: Improving process understanding through field observations and modeling in the Rocky Mountains. Science of the Total Environment, 710: 1-15. doi: 10.1016/j.scitotenv.2019.136273.  ",Mountain Water Futures,https://www.semanticscholar.org/paper/8fcfa4a49a51926b261cfb3c41a6764393ca073c
"Fabris, L., Rolick, R.L., Kurylyk, B.L., & Carey, S.K. (2020). Characterization of contrasting flow and thermal regimes in two adjacent subarctic headwaters in northwest Canada. Hydrological Processes. doi: 10.1002/hyp.13786",Mountain Water Futures,https://www.semanticscholar.org/paper/c7b1d617179fb8f28b1038481847170c44fcd357
"Fang, X., Pomeroy, J.W., DeBeer, C., Harder, P., & Siemens, E. (2019). Hydrometeorological data from Marmot Creek Research Basin, Canadian Rockies. Earth System Science Data, 11(2): 455-471. doi: 10.5194/essd-11-455-2019",Mountain Water Futures,https://www.semanticscholar.org/paper/09f6ee0e20b83c1bacfee02a4513d6c8f45a0b96
"Foroutan, M., Marshall, S., & Menounos, B. (2019). Automatic mapping and geomorphometry extraction technique for crevasses in geodetic mass-balance calculations at Haig Glacier, Canadian Rockies. Journal of Glaciology, 1¢12. doi: https://doi.org/ 10.1017/jog.2019.71",Mountain Water Futures,https://www.semanticscholar.org/paper/8790f1324cb72a87251e72194d5066da5db4685a
"Harrington, J.S., & Hayashi, M. (2019). Application of distributed temperature sensing for mountain permafrost mapping. Permafrost and Periglacial Processes, 30, 113-120.",Mountain Water Futures,https://www.semanticscholar.org/paper/585d2f2f702d0f9005570b395e013ce38d7ceb52
"Hrach, D., Petrone, R.M., Van Huizen., B., & Khomik, M.  Horizon shade reduces energy fluxes and influences the microclimate of a subalpine wetland in the Canadian Rocky Mountains (Submitted to Arctic, Antarctic and Alpine Research, April 2020).",Mountain Water Futures,
"Hrach, D., M. Khomik, & R.M. Petrone. Analysis of growing season carbon and water fluxes of a subalpine wetland in the Canadian Rocky Mountains: implications of shade on ecosystem water use efficiency (Target Journal¢ Hydrological Processes, April 2020)",Mountain Water Futures,https://www.semanticscholar.org/paper/697a3a35e73d35870070d464fb96e7203cc80047
"Johnson, M., Thorne, C., Castro, J., Kondolf, M., Rood, S., Mazzacano, C., & Westbrook, C. (2020). Biomic river restoration: a new focus for river management. River Research and Applications, 36(1), 3-12.",Mountain Water Futures,https://www.semanticscholar.org/paper/bbba8f57a2333ed6ed963751df32feb061f4025b
"Langs, L.E., Petrone, R., & Pomeroy, J. Subalpine forest water use behaviour and evapotranspiration during two hydrologically varying growing seasons. (Submitted to Hydrological Processes, April 2020).",Mountain Water Futures,https://www.semanticscholar.org/paper/64c655ac8338fbe6f8f5c3370aa7fff979628597
"Langs, L.E., Petrone, R., & Pomeroy, J. A´18O and´2H stable water isotope analysis of subalpine forest water sources under seasonal and hydrological stress in the Canadian Rocky Mountains. (Submitted to Hydrological Processes, May 2020).",Mountain Water Futures,https://www.semanticscholar.org/paper/7cf8ffcc9ede085ae422a010e4c25c9b8a439463
"Lv, Z., & Pomeroy, J. (2019). Detecting intercepted snow on mountain needleleaf forest canopies using satellite remote sensing. Remote Sensing of Environment, 231, 1-19. doi: 10.1016/j.rse.2019.111222.  ",Mountain Water Futures,https://www.semanticscholar.org/paper/cb7ae18aa8bce90560f11a721dff1b7996e2aa7c
"Lv, Z., & Pomeroy, J. (2020). Assimilating snow observations to snow interception process simulations. Hydrological Processes. doi: 10.1002/hyp.13720. ",Mountain Water Futures,https://www.semanticscholar.org/paper/a34763bc9069c854a7dd444081a4d48f7ed2232f
"Lv, Z., Pomeroy, J.W., & Fang, X. (2019). Evaluation of SNODAS Snow Water Equivalent in Western Canada and Assimilation into a Cold Regions Hydrological Model. Water Resources Research, 55(12), 11166-11187. doi: 10.1029/2019WR025333.  ",Mountain Water Futures,https://www.semanticscholar.org/paper/b086a00e73253af771ea438be0089533b1d81947
"Marsh, C., Pomeroy, J., & Wheater, H. (2020). The Canadian Hydrological Model (CHM) v1.0: a multi-scale, multi-extent, variable-complexity hydrological model - design and overview. Geoscientific Model Development, 13, 225-247. doi: 10.5194/gmd-13-225-2020. ",Mountain Water Futures,https://www.semanticscholar.org/paper/1cf25ba5dcf61f302ef7f305e843214b325bbfe5
"Marsh, C., Pomeroy, J., Spiteri, R., & Wheater, H. (2020). A finite volume blowing snow model for use with variable resolution meshes. Water Resources Research, 56(2), 1-28. doi: 10.1029/2019WR025307",Mountain Water Futures,https://www.semanticscholar.org/paper/f46154e120b69b50829821fad29ef4110502fac6
"Mekis, E., Stewart, R.E., Theriault, J.M., Kochtubajda, B., Bonsal, B.R., & Liu, Z. (2020). Near 0°C surface temperature and precipitation type patterns across Canada. Hydrol. Earth Syst. Sci., 24, 1741¢1761.  https://doi.org/10.5194/hess-24-1741-2020",Mountain Water Futures,https://www.semanticscholar.org/paper/5b41b295e205d1d66e99880cd075955444d0926e
"Mekis, E., Stewart, R. E., Theriault, J. M., Kochtubajda, B., Bonsal, B. R., & Liu, Z. (2019), Assessment of Near 0¢°C Temperature and Precipitation Characteristics across Canada. Hydrol. Earth Syst. Sci. https://doi.org/10.5194/hess-2019-297 [In Press] ",Mountain Water Futures,https://www.semanticscholar.org/paper/4f14066306ff845e27b91f47172ff67c838ea5b8
"Menounos, B., Hugonnet, R., Shean, E., Gardner, A., Howat, I., Berthier, E., Pelto, B., Tennant, C., Shea, J., Noh, M., Brun, F., & Dehecq, A. (2019). Heterogeneous changes in western North American glaciers linked to decadal variability in zonal wind strength. Geophysical Research Letters. doi:10.1029/2018GL080942.",Mountain Water Futures,https://www.semanticscholar.org/paper/9c74e1f1be44157a6eff966fc5c8afc47a3a097c
"Morrison, A., Noble, B.F., & Westbrook, C.J. (2019). Flood risk management in Canada's Prairie provinces: An analysis of decision-maker priorities and policy preferences. Environmental Management, 64, 608-625.",Mountain Water Futures,https://www.semanticscholar.org/paper/fa1c3d6641787870a1c8a556dc2f98a91d859deb
"Pelto, B., Menounos, B. & Marshall, S. (2019). Multi-year Evaluation of Airborne Geodetic Surveys to Estimate Seasonal Mass Balance, Columbia and Rocky Mountains, Canada. The Cryosphere, 13, 1709¢1727.",Mountain Water Futures,https://www.semanticscholar.org/paper/1827dc200138a1b3eda7a63737ba4df6c12ea6f2
"Piovano, T.I., Tetzlaff, D., Carey, S.K., Shatilla, N.J., Smith, A., & Soulsby, C. (2019). Spatially-distributed tracer-aided runoff modelling and dynamics of storage and water ages in a permafrost-influenced catchment. Hydrol. Earth Syst. Sci. Discuss. https://doi.org/10.5194/hess-2019-59",Mountain Water Futures,https://www.semanticscholar.org/paper/1acfbf55bc6adc64f3f92a35724e6429fa1e0db6
"Poirier, E., Theriault, J.M., & Leriche, M. (2018). Role of sublimation on a rain-snow transition in the Kananaskis Valley, Alberta, Hydrol. Earth Syst. Sci., 23, 4097¢4111. ",Mountain Water Futures,https://www.semanticscholar.org/paper/d24e5d1a0ccf5fb5dca6a925097874cec736f4ef
"Rasouli, K., Pomeroy, J.W., Janowicz, J.R., Williams, T.J, & Carey, S.K. (2019). A long-term hydrometeorological dataset (1993-2014) of a northern mountain basin: Wolf Creek Research Basin, Yukon Territory, Canada, Earth System Science Data, 11, 89 - 100. doi: 10.5194/essd-11-89-2019",Mountain Water Futures,https://www.semanticscholar.org/paper/5b4fb4afdc47a8cf9ea170ca8e90b52a8198742e
"Rasouli, K., Pomeroy, J., & Whitfield, PH. (2019). Hydrological responses of headwater basins to monthly perturbed climate in the North American Cordillera. Journal of Hydrometeorology, 20(5), 863-882. doi: 10.1175/JHM-D-18-0166.1",Mountain Water Futures,https://www.semanticscholar.org/paper/c09575f4055b48b6dd0e438ec6ae95da29defd3c
"Rasouli, K., Pomeroy, J.W., & Whitfield, P.H. (2019). Are the effects of vegetation and soil changes as important as climate change impacts on hydrological processes?. Hydrology and Earth System Sciences, 23(12), 4933-4954. doi: 10.5194/hess-2019-214",Mountain Water Futures,https://www.semanticscholar.org/paper/2696d81adbc8a44358f124c66fc0684caca3be45
"Schirmer, M., & Pomeroy, J. (2020). Processes governing snow ablation in alpine terrain- detailed measurements from the Canadian Rockies. Hydrology and Earth System Sciences, 24(1), 143-157. doi: 10.5194/hess-24-143-2020",Mountain Water Futures,https://www.semanticscholar.org/paper/d6ccd5e10138dce4f921774a604df509fd3deff2
"Sharma, A. R., & Dery, S. J. (2020). Linking atmospheric rivers to annual and extreme river runoff in British Columbia and southern Alaska. Journal of Hydrometeorology. [In review]",Mountain Water Futures,https://www.semanticscholar.org/paper/d14f0f83c3750304fd0c235106f850861f3570b1
"Sharma, A. R., & Dery, S. J. (2020). Contribution of atmospheric rivers to annual, seasonal, and extreme precipitation across British Columbia and southeastern Alaska. Journal of Geophysical Research: Atmospheres.  [In review]",Mountain Water Futures,https://www.semanticscholar.org/paper/ed3f975945cd184f7f14cbe6522ef36683afb0d5
"Sharma, A. R., & Dery, S. J. (2020). Variability and trends of landfalling atmospheric rivers along the Pacific Coast of northwestern North America. International Journal of Climatology, 40(1), 544¢558. https://doi.org/10.1002/joc.6227 ",Mountain Water Futures,https://www.semanticscholar.org/paper/7984d7a7994373627db31ebd332eebb411d1c08d
"Shatilla, N.J., & Carey, S.K. (2019). Assessing inter-annual and seasonal patterns of DOC and DOM quality across a complex alpine watershed underlain by discontinuous permafrost in Yukon, Canada. Hydrology and Earth System Sciences, 23, 3571-3591. doi: 10.5194/hess-23-3571-2019",Mountain Water Futures,https://www.semanticscholar.org/paper/bd0c9573cf2575aeb4b72c79046c3a1954f01e72
